additional seasonal immune population fraction R1,additional seasonal immune population fraction R2,fatality rate region 2,fatality ratio region 1,infection rate region 2,infection ratio region 1,initial immune fraction of the population of region 1,initial immune fraction of the population of region 2,normal contact rate region 1,normal contact rate region 2,normal interregional contact rate,permanent immune population fraction R1,permanent immune population fraction R2,recovery time region 1,recovery time region 2,root contact rate region 1,root contact ratio region 2,susceptible to immune population delay time region 1,susceptible to immune population delay time region 2,model,policy
0.087137835627024832,0.28681930860460852,0.096915139356472405,0.052423362996030336,0.033167181786335341,0.12764375451174995,0.038022944604815499,0.4661192300716645,13.902634104541505,140.86243769289655,0.31769930581390471,0.086288973414900855,0.17248296271269206,0.27036097076507115,0.37587289106427935,2.5064461475229596,4.0455376625348487,0.62275880600808331,1.3602834648157613,flucase,no policy
0.49900579950069895,0.20708640448031285,0.068351431015022057,0.026018975248235082,0.0029913345159080507,0.11097074599119887,0.16173431167260288,0.20095902016509623,69.797901250240443,30.009621345312233,0.29918124340811886,0.43043672949256623,0.30494980452471054,0.25998980298096475,0.38957470748659495,4.0088346422457617,1.8988915534901969,1.3036284365510489,0.93540030499167415,flucase,no policy
0.21893489907958222,0.20246465983830761,0.041935793724162097,0.016715028163648973,0.081356859109749782,0.10367872969874066,0.012551814978276491,0.1022152827376254,98.902146778092771,106.36638022828713,0.67421518137721193,0.2950612392635738,0.15236608154239381,0.16471727069726577,0.72390528021681688,3.2224401623401961,1.8863693886354755,0.6536647567113324,0.78992159814550034,flucase,no policy
0.26319421040574148,0.15656980325320777,0.046001945392482119,0.076101949759997831,0.12005349674961031,0.003548118618715481,0.17167452763424729,0.045145109286023589,67.4465108731317,21.759198351273199,0.053159966756798932,0.48880303784693496,0.13788876595415184,0.63107444515178968,0.22632838790292834,1.0273416835682379,3.6773959436587034,1.9174601031433498,1.8759926627789127,flucase,no policy
0.15602567654721206,0.25865245659921932,0.044527749508488347,0.075012014896723961,0.085429496805464925,0.021309739546386212,0.15578998321929147,0.23195241180296952,63.409426886475011,74.920478406919557,0.21534377717783179,0.42354551726597367,0.47159838336279752,0.54791164944248016,0.13527051383597324,4.8058455651423122,0.14279947554841046,1.0552563432142172,0.51732643861672511,flucase,no policy
0.22398547375033834,0.27382918764011521,0.031276178676175145,0.019797195024578568,0.11104737225984417,0.10651735968046507,0.13714985548027336,0.05178364986386947,45.523492270050824,97.587546923859364,0.66857145187745315,0.095751616061155301,0.49368381572337511,0.40214020393095806,0.46735572100709122,2.025285835234663,1.7998590664576994,0.62916665493340573,0.90859052646356897,flucase,no policy
0.34219638499586835,0.48919670865220666,0.063421631104702336,0.095631601937785221,0.080604013712424621,0.027614806523315247,0.38506087125226779,0.34161661027751189,46.185330045625712,91.645414578751087,0.6075696714465777,0.48912573972415091,0.15766732993773033,0.39407905803227927,0.21257664706392029,2.2247577929532363,0.1936736070676536,1.4838534022514382,1.7146115218045308,flucase,no policy
0.0032373404325210988,0.16370898022323332,0.022225896011992759,0.090373224476177808,0.14956769871047709,0.048107584954800608,0.29569058415558119,0.477233925539018,64.562852586332554,18.052730369002919,0.52913605252056761,0.057996442563516507,0.067723815038513477,0.74973864580592409,0.19116708252739389,4.5562389443427991,0.5460715665766317,1.5117098470753798,1.3564108189653989,flucase,no policy
0.047066295571005765,0.46649277531241623,0.088739357315624295,0.051853652394190777,0.10391572228552544,0.09171777890015749,0.29487306669900193,0.061714766084084216,69.349660226655246,117.71959572927663,0.35205595213827934,0.46734492152629309,0.033690010252163581,0.43986787291444085,0.59435681469006296,3.1933895589330987,2.3122005228224114,1.8175942942771668,1.576911995882448,flucase,no policy
0.26295845521116445,0.074528999645095878,0.09902979767426906,0.027982745493695158,0.098763832875215632,0.12245880327270907,0.092691330224611818,0.32715619525788925,84.122064440987657,136.66264692457997,0.73647131972388946,0.40887087028678881,0.31026194969175219,0.19089832819067787,0.23787165125187174,1.2546037063331077,1.4182600122975415,1.8917631494716243,1.1166217689657896,flucase,no policy
0.25876109466959796,0.45196410348922855,0.089186184371604818,0.0060080259631611344,0.12238452273690509,0.067595124515077529,0.3614671470281472,0.44442858430486071,62.235715956971553,24.164758602668982,0.1942146973195939,0.39994074676410785,0.17568418090914767,0.36620579823673372,0.27881549584354082,1.475666587437465,1.7456790410262162,1.8423849407407822,0.72151739803197668,flucase,no policy
0.31758711204524048,0.46580205565752242,0.064392936861671454,0.096375458589380486,0.14472655200088508,0.032582442206600684,0.35705996206183893,0.38757727931849401,55.637272004708016,180.67132081085126,0.7659692725889633,0.47257887986912256,0.43383550283256167,0.43063440828572452,0.59685874909243519,2.7041182673612765,0.31564871319866278,1.5814028633798474,0.93743620709151554,flucase,no policy
0.16667645577188245,0.47209701221492578,0.028888540493932142,0.039764793222462326,0.045206591698654278,0.10072159827049773,0.10397953279943291,0.38081432523365039,99.060818691441682,57.518895648036974,0.14272797907029183,0.12797666835658095,0.41848996336763933,0.31667897390165578,0.42767522377735545,0.096123287447877903,0.34021055558001667,1.6373116726904933,1.5832242571773469,flucase,no policy
0.40967145336194988,0.3887096852410159,0.053448001475279339,0.084441583327531267,0.11538901078067286,0.031068989956709245,0.46226008239440636,0.25548630688934626,89.123873681527087,59.167947854475258,0.44390355209532084,0.42279038684186382,0.33419737437628666,0.17207185042661743,0.62012330804157478,2.2181729316268184,1.4007287896470997,1.8967810592492476,0.94873073033409805,flucase,no policy
0.25561578589198636,0.082251578900617947,0.018435947083136665,0.034689817351844648,0.03105346556465536,0.034508416374113796,0.076164465281734831,0.40091934876119939,44.467156169797995,94.906225204910825,0.021756266351940098,0.42697903107986834,0.069633823030378239,0.23641803851143858,0.53920210608606833,4.4150589628899688,2.635786387972145,0.69209337941437654,0.82386570271013304,flucase,no policy
0.035414089168497184,0.0074017778087359133,0.055004147628547294,0.042748887463689295,0.0049025639208290306,0.074708388120466526,0.30276571175368272,0.12346698769309675,62.552332252656043,144.5533536367839,0.16800244011834362,0.47705615474517737,0.45346186112969972,0.44767619078879084,0.45477572657212539,3.3996240650372416,2.3458248071642362,0.90563544284838082,1.9662735320837326,flucase,no policy
0.20966746694838326,0.27478298209204072,0.03684176193267108,0.064175207934138723,0.08218787438522733,0.12951908205907559,0.12476490722043916,0.33835274509302554,49.74864687550054,75.406622847519685,0.53764807889036892,0.16920008737166395,0.45755542161197832,0.55924271608080356,0.42482839113221027,1.4873105016744768,2.433633774097463,1.1644514190493735,0.59552013704594009,flucase,no policy
0.23409721922578805,0.23962859225938182,0.041987718735067285,0.028231469168075028,0.0086511064992357469,0.061167774061388049,0.25044086560960238,0.44674754734668887,33.437962816987962,198.81727267943592,0.45956564053239995,0.25827461742078861,0.37978888125109117,0.22815075860820061,0.63330009439800694,3.0739159657936832,3.5482094170706451,1.9141933027872058,1.3156195104992245,flucase,no policy
0.16914034700886391,0.45671762284412748,0.083188765474408718,0.094349405770214931,0.12887335444462852,0.045308145525645153,0.042901984274133852,0.15805878625584355,46.669548106966722,124.90666288976242,0.48260554760888003,0.36097412512645255,0.2530998353162105,0.3012565712352232,0.74621918325009651,0.9145931768406359,0.91909615055870886,1.9694597016062056,1.6810203682397447,flucase,no policy
0.35245255586586061,0.095102773993597248,0.059325015292230672,0.0083191544703373702,0.051124364930808755,0.089163949357030495,0.0090360932728729762,0.12899810945728327,82.600140586648536,27.287550926694426,0.82636027004160983,0.01657662914647013,0.27355517284443315,0.21293047252739711,0.58383899645983051,4.4308540456845611,3.9190606564839787,1.3338449444201075,0.82053982041741302,flucase,no policy
0.13339713733002487,0.029145052404908906,0.086626698113953335,0.061337636512440487,0.12788912816792358,0.040975602984225173,0.44194145182038358,0.31115607990155986,75.944882184404534,106.07117329673356,0.31937130509832568,0.19070249253047791,0.22285076796231201,0.41059403273390116,0.31296187196270397,0.5257980515991294,1.8073924299335069,0.64467209807523751,1.2577868654934903,flucase,no policy
0.21397509236722179,0.068599573226550928,0.010442231065850165,0.079228138340513371,0.1407476414730339,0.029244414039015471,0.48662368625758701,0.26996230223166895,95.26399314702013,120.54033636392604,0.3915073724012359,0.39899159832418568,0.26299350405258165,0.46218488951402714,0.16126987897608203,2.5037329817670488,4.2124929677627758,1.7188354901696803,1.0290183258694447,flucase,no policy
0.30721046618995079,0.24452652633580499,0.066669373067346591,0.086493780941493875,0.052192975175368965,0.0457514370661024,0.46325300642858641,0.22600253243653645,63.586002340855785,24.455518878334832,0.45470999385693123,0.25422845050283449,0.17260167017799494,0.24621417807897777,0.50647392195081042,0.96179192553957504,2.5426979886917764,0.86545895097235714,1.5880002951010959,flucase,no policy
0.054823448622655591,0.16591698921272832,0.034099179450429153,0.043011431938198619,0.0067391337368740744,0.094811175895255895,0.11572139745270656,0.27876066159088753,52.947016935713108,104.31007542221737,0.86892332375223291,0.18967545821856954,0.36831138570929239,0.60205206827743196,0.53684959268778321,3.624089122050917,4.472944132461401,1.5411714474607225,1.1773389835358459,flucase,no policy
0.49303015508717279,0.28232925050008484,0.049463037137627182,0.05737650998329194,0.13134776392500658,0.11414447025600266,0.49950015947122961,0.39234362149868313,19.581479562219535,146.27175949717457,0.81036258333101685,0.28285332839197963,0.046445165133219661,0.11448843347257406,0.53424147521993937,1.1911270104481506,2.2256568644645056,0.9337705060507242,0.59778456848570949,flucase,no policy
0.02831722438482271,0.063573695476622838,0.056314750241607023,0.096654602401170395,0.026713658120109302,0.041939114023046155,0.21067766720958478,0.39846967587923676,93.438047643158626,37.930837883490774,0.10902443855684529,0.33447285746853839,0.44451471828108968,0.50392185550373836,0.48459837808119099,0.35035567990343275,1.1255551347936008,1.3091061027669841,1.9674991060997078,flucase,no policy
0.33601888930678053,0.39977434833749215,0.056092459178155064,0.011816879686834685,0.041674168860254726,0.098146698580623595,0.34468335607869915,0.061046294879317731,25.866929574242448,77.429648693209273,0.56974024708750626,0.16434355072837692,0.07978618581957593,0.71991564078586701,0.39257449165945957,3.6510882487547889,1.7092754138360771,1.0722416474822274,1.4491485699324378,flucase,no policy
0.087909519305878481,0.2884366004135866,0.003646741518935466,0.088874027989051418,0.10065938558078495,0.091485296483415759,0.16391935123639809,0.44575179056118786,20.218398573182995,110.81832092949496,0.046886766191339156,0.16653879718683798,0.25810207203449714,0.48954519521042761,0.48742570333269286,0.75919749010350102,0.30285499670160676,1.8501707380688817,1.4383170847113251,flucase,no policy
0.14341915925784829,0.19487119989142054,0.056796327141023548,0.087169621945306711,0.096362752114384428,0.14063108649675782,0.19142907242244139,0.047541470610986646,37.100416236225087,180.30543903979179,0.05648457546172387,0.033147090940100585,0.35937094986731349,0.16753348769966764,0.3149364101167238,2.0796793471117674,4.1184399643774547,1.3873754879888605,1.0322599698260146,flucase,no policy
0.30528605971223377,0.011241388444265343,0.080422247902632679,0.081077385567796104,0.028985691276907453,0.022154797469231911,0.44916943046093577,0.28718274745122596,94.058620427843678,138.03220218723314,0.25451973424268259,0.23420022726176429,0.41161875231811634,0.34099515260292806,0.57779343826526952,3.5295701352184978,3.4270592430464877,1.3933673273176594,0.71908672607160895,flucase,no policy
