0.98455292	0.83333475
0.62593792	-0.24083706
-0.62938491	0.78977483
-0.98755133	0.00459218
-0.27521836	-0.58406183
0.39709343	-0.11557155
0.77355754	-0.88823657
-0.96639559	0.58282047
-0.40329133	0.72737452
0.85880957	-0.44710240
0.69818706	-0.70221057
0.54547994	0.28032129
-0.99670180	0.74410466
0.72224055	-0.90034085
0.81986715	0.68228822
-0.66835105	-0.50769868
-0.65093757	-0.11142949
-0.89731895	-0.03623991
-0.71787844	0.84575239
-0.54047297	-0.28679164
0.93263032	0.30919028
0.00768106	0.03982884
-0.91098895	-0.19393687
0.97149819	0.97376426
-0.33709322	-0.76085585
0.46180834	0.14687056
-0.84567188	0.91642157
-0.59388337	0.27697180
-0.03177162	-0.63987378
-0.67915365	-0.50829116
0.35686185	-0.92203100
-0.79914174	0.05269297
0.28387551	0.94159426
0.15826832	-0.65804883
0.59926136	0.52192786
0.36774198	-0.57408564
0.13827095	0.16994547
-0.70926920	-0.22156855
-0.47692377	0.67153892
-0.66396237	0.59125158
-0.69413482	-0.96975470
0.21781461	0.55253465
0.10939427	0.31076448
0.14702843	-0.45289175
0.18022061	-0.16735037
-0.69013089	-0.66767956
0.19607053	-0.21644398
-0.65799470	0.58849043
0.28876616	-0.33053416
0.52878338	-0.36797066
0.13133621	0.16373110
-0.73012863	0.69660446
-0.09953540	-0.85698776
0.07499262	0.21505258
-0.82919219	-0.37042553
0.74828482	-0.90478752
0.90095991	-0.90452063
0.53103079	-0.29713659
0.13913808	-0.66316301
0.15843077	0.86696620
-0.78523752	0.99682520
-0.78057080	-0.72342394
-0.51187910	-0.53446558
0.82268086	0.82157239
0.96720745	-0.81912511
0.77074788	-0.08258839
-0.53086958	-0.32397233
0.82396345	-0.45388247
0.28371640	0.47593235
-0.05385101	-0.17354416
0.40412573	0.76362797
-0.61258376	-0.65361778
0.59229708	-0.29326606
-0.35019069	0.56941565
-0.90186300	-0.33615543
-0.98644417	-0.83745177
0.95912978	-0.96975660
0.26799808	-0.06874524
0.68404630	0.69468608
0.24037369	-0.63338179
-0.45322676	-0.73282961
-0.86513669	-0.88498000
0.46636352	0.10860370
0.01179534	0.13406553
0.16049014	-0.50749312
-0.17037206	-0.24625503
-0.30318579	-0.21413915
0.91195646	0.61854321
0.50029649	0.18410788
0.42908855	-0.03076301
-0.69876965	0.92361981
-0.49548180	0.18975218
-0.30520569	0.44739819
0.57647431	-0.86517271
0.12055657	0.15690334
-0.04511095	-0.73193094
-0.90866331	0.73222691
-0.40086926	-0.06626009
0.45177094	0.52025210
-0.31333814	-0.46626079
-0.03158590	0.65054718
-0.26221694	-0.99296463
0.16015313	-0.82084816
-0.65462240	-0.43403557
0.88523865	0.07104832
0.08688288	0.53353896
-0.76786198	0.53762224
0.11352640	-0.78101912
-0.73619817	-0.98817197
0.03606052	0.83227680
0.77705310	0.43066539
-0.46276340	0.08103473
0.90396277	-0.84425716
-0.48609530	0.24663811
-0.55969059	-0.28007815
0.82994888	0.49149869
0.49641994	-0.89874313
0.68163260	-0.38038166
-0.56699036	-0.75511043
-0.19136264	0.32246527
-0.06613315	-0.16719345
0.18033321	0.76167985
-0.14268074	-0.66265155
0.65074255	-0.80819401
-0.30023611	0.23899329
0.65072413	-0.80799316
0.97684644	-0.14193677
-0.70588037	-0.26947615
0.48084878	0.55004139
0.50181363	0.36537537
-0.86835548	-0.65518111
0.85858994	-0.57896648
-0.53589565	0.67999314
-0.96969533	0.60713957
0.47530927	0.55688295
0.07352993	0.20815397
0.93901513	0.63949186
0.24314414	-0.58424331
-0.94386377	-0.66680490
-0.38891849	-0.61296925
-0.42241291	-0.69135339
-0.56207592	0.69653456
0.87593516	0.01189559
0.08426281	0.86411829
-0.82142762	-0.79740870
0.59183525	0.37324100
-0.25950608	-0.30714141
-0.82472547	0.16287332
0.92506174	-0.81382606
0.54392448	-0.35394078
0.65723993	-0.13945679
0.63703802	-0.90318572
-0.27597968	0.62284098
-0.59402389	-0.01275424
-0.22733721	-0.22198823
0.78730593	-0.69157586
0.29537945	-0.82902358
-0.14267189	-0.53927422
-0.32543698	0.01331937
0.79932804	0.23186623
-0.61817364	0.89196759
-0.77800248	-0.70203217
0.78346022	-0.35543057
-0.03625315	0.99641567
-0.23457382	0.22971156
0.45941029	-0.46542529
0.24725532	-0.76942702
-0.30647985	-0.59014162
-0.84334497	-0.74687855
0.53678461	0.31490379
0.85357173	-0.61579582
-0.20914726	-0.54771115
-0.22225905	0.98090326
-0.00460490	-0.78906135
-0.84840887	-0.96886861
-0.87366701	0.93588650
0.86568468	-0.67786925
-0.48744829	-0.22529617
0.02317499	0.83052734
0.36075189	-0.05122174
0.64341009	-0.93338805
0.07597051	0.15295921
0.29182821	-0.86260980
0.63135617	0.98965133
0.13376161	-0.61059887
-0.01168343	-0.89304771
-0.00499383	-0.51754264
