,c1,c2,r1,r2,w1,90th percentile max_p,10th percentile reliability,10th percentile inertia,10th percentile utility
0,0.4899889773530437,0.4841203834481024,1.8695245670452487,0.8276296685103077,0.964491419022082,7.319059767590259,0.22630000000000006,0.9750866666666633,0.1256958202809507
1,0.5190060928600084,0.5872578886597499,1.8585589887088003,0.9466738756468565,0.8677301312970426,7.318577139241394,0.17616000000000026,0.97547333333333,0.17937811382157953
2,-0.18831222834125544,-0.6846768260546061,1.2425903374947747,1.278460209850087,0.9641114121266713,7.318967278489627,0.10244666666666664,0.9783333333333297,0.3918479718717895
3,0.5350182341856182,0.469246167009781,1.261606423666818,1.0040014661690182,0.9599301755751165,7.319327053654816,0.15223999999999985,0.9758333333333299,0.21164203048614633
4,-0.3908372887328473,-0.52654302462487,1.9944084798545914,1.2461964556752607,0.811609614422849,7.319613433948019,0.07629999999999981,0.983406666666666,0.49376070704163355
5,0.4943833119416927,1.2399071817634282,1.6861914901926274,1.182828841393218,0.9917702770648537,7.319631243021664,0.20013333333333344,0.9752799999999966,0.15519828635884436
6,0.0206088815747259,-1.1840361650845785,1.9993802028666952,1.0830657796387693,0.9563386491437035,7.320129362841718,0.050059999999999945,0.9898400000000034,0.6113910059952473
7,-0.13729965332531924,-0.5063688331231612,1.554313261411197,1.326075689179498,0.8681692501773492,7.318780573164451,0.12565333333333342,0.9788933333333296,0.3113399868297967
8,-0.18265768082515768,-0.08781521761254751,0.861305537956802,1.3463957508654896,0.9942779285168901,7.319299226043556,0.07614666666666645,0.9698733333333306,0.5003710675769734
9,-0.2798393097184324,-0.6636538196451346,1.9118871067110754,0.04314521469497712,0.910387195827978,7.318510149206074,0.04899999999999994,0.9900000000000034,0.6493880970179642
10,-0.19318252489891014,0.15823964254418843,1.8629407416975106,0.023611682112331833,0.9696999636529914,7.3192598550085055,0.057639999999999865,0.9607066666666637,0.6480646193210525
