,c1,c2,r1,r2,w1,90th percentile max_p,10th percentile reliability,10th percentile inertia,10th percentile utility
0,-0.45130416219499203,0.17775636759481223,1.2437056632208732,1.63915618841787,0.25227195783892553,7.166920321645819,0.07903999999999974,0.9787066666666632,0.3787072834239341
1,0.7738651396047387,0.38909040702537534,1.851599815821169,1.8941178950165622,0.36179610494407477,5.96812821474713,0.10824666666666691,0.9731533333333302,0.1608813193747855
2,-0.2104245429313477,-0.9697389773272168,1.878430931561517,1.8210182415882106,0.8042708051474209,7.166790010854758,0.056673333333333215,0.982999999999998,0.531152003680537
3,-0.26477284695296766,0.20355518833697733,1.650847619410084,1.2567766757531496,0.8507219761819023,7.1661310783890455,0.10011333333333323,0.9757266666666632,0.17118051513391505
4,0.7088793956653379,-0.7703352324293182,1.396519390305957,1.6585401781827376,0.6984356345494527,7.166496398534315,0.037979999999999875,0.9900000000000034,0.6370065238003867
5,0.5037906514748285,0.4922930415738328,0.23766905312765074,1.9981402722749857,0.48135246269120197,5.968570887944373,0.03005999999999993,0.955179999999998,0.475167691331638
6,0.4423816701678106,1.6371571571264112,0.058431824135795146,1.9891974100647003,0.9155714447435532,6.011996522702751,0.030179999999999926,0.8418133333333347,0.6060393635275264
7,0.4423816701678106,1.6371571571264112,1.85488794490125,1.828652599292218,0.9156767237260643,5.967916165561148,0.058786666666666536,0.9764399999999965,0.3293367916637513
8,-0.4406738303056869,0.5963467323364475,1.6102264497235255,1.644807592009991,0.22105781694879445,7.010446259969124,0.07888666666666641,0.9756933333333299,0.2261969674971832
9,0.44358801570453366,1.6564342830574934,0.04032643273103309,1.9970347833178563,0.9156767237260643,6.125486819612376,0.030239999999999927,0.8592066666666685,0.613975704006669
10,0.21266411641555416,-0.549718803939282,0.04032643273103309,1.398301001905373,0.9156767237260643,6.2617594743249025,0.030299999999999928,0.9298799999999969,0.6056188433758555
11,-0.5464898895076269,0.482193203592328,1.961570070399242,1.998102573260807,0.22967828262030504,5.968086623334993,0.10614666666666678,0.9751666666666633,0.1353840480687873
12,0.29730097682697343,1.2243380406945505,0.17124315529628142,1.9938751801030548,0.978318651215324,5.9682107035472445,0.056946666666666534,0.5195466666666672,0.35229034865077646
13,0.21266411641555416,-0.5106461589911213,0.04032643273103309,1.398301001905373,0.9156767237260643,5.968206883699073,0.030239999999999927,0.9288600000000016,0.5942563732975714
14,0.24243317000761466,1.5971666507231885,0.0544168043340807,1.9891974100647003,0.9624898089606966,7.087098475299916,0.039939999999999864,0.5957666666666668,0.6271310467705864
15,0.4776552093286789,1.7489224995172916,0.3762099874954962,1.9970347833178563,0.9380768078883859,5.9684071331244475,0.030419999999999923,0.9791266666666629,0.46220449226100097
16,0.6478449799390149,0.5228667082489484,1.6513746649882044,1.6601594486748164,0.9606736719509869,5.968190421896236,0.08741333333333356,0.9750666666666633,0.2229125330119877
17,0.18668026425158205,0.35873197108427435,1.6124730720051124,0.2568068155565364,0.9166760738686124,5.968639294291305,0.07596666666666643,0.9723466666666636,0.25869755742192213
